productId,productName,productPrice
9593730,G.SKILL DDR4 8G PC4-25600 CL16 AEGIS,"46,300"
5850669,마이크론 Crucial DDR3 8G PC3-12800 (중고),"35,050"
4905325,G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (8Gx4),"286,200"
10419324,TeamGroup T-Force DDR4 16G PC4-25600 CL16 XTREEM ARGB (8Gx2) 서린,"153,200"
9592191,ADATA XPG DDR4 32G PC4-25600 CL16 SPECTRIX D60G RGB (16Gx2),"265,000"
6419623,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z (8Gx2),"191,600"
6474607,CORSAIR DDR4 32G PC4-25600 CL16 VENGEANCE PRO RGB BLACK INTEL (16Gx2),"275,000"
6437991,GeIL DDR4 8G PC4-24000 CL16 EVO SPEAR,"39,500"
10667616,TeamGroup T-Force DDR4 8G PC4-21300 CL16 Delta RGB 화이트 서린,"47,500"
11431470,G.SKILL DDR4 32G PC4-28800 CL14 TRIDENT Z NEO NB (8Gx4),"635,000"
7076038,GLOWAY DDR4 16G PC4-21300 TYPE-A,"70,000"
7903360,PATRIOT DDR4 16G PC4-33000 CL19 VIPER RGB (8Gx2),"185,100"
productId,productName,productPrice
5937666,삼성전자 DDR4 8G PC4-21300 (정품),"32,200"
5941995,삼성전자 DDR4 16G PC4-21300 (정품),"65,100"
10859073,GeIL DDR4 8G PC4-25600 CL22 PRISTINE,"34,700"
11020071,GeIL DDR4 8G PC4-25600 CL22 EVO SPEAR,"37,600"
6380268,삼성전자 DDR4 4G PC4-21300 (정품),"17,300"
10376427,삼성전자 DDR4 8G PC4-23400 (정품),"40,000"
6274195,삼성전자 노트북 DDR4 8G PC4-21300 (정품),"35,800"
11541992,삼성전자 DDR4 32G PC4-23400 (정품),"154,400"
11397141,삼성전자 노트북 DDR4 16G PC4-25600 (정품),"78,500"
9239391,삼성전자 DDR4 32G PC4-21300 (정품),"137,400"
9480405,G.SKILL DDR4 32G PC4-28800 CL16 TRIDENT Z NEO C (16Gx2),"297,700"
7320475,TeamGroup T-Force DDR4 16G PC4-25600 CL16 Delta RGB 화이트 (8Gx2) 서린,"98,500"
10294017,마이크론 Crucial DDR4 8G PC4-25600 CL22,"36,000"
6393068,삼성전자 노트북 DDR4 16G PC4-21300 (정품),"71,890"
5549101,삼성전자 DDR3 8G PC3-12800 (중고),"36,520"
10853625,삼성전자 노트북 DDR4 8G PC4-25600 (정품),"40,500"
5215088,타무즈 노트북 DDR3L 8G PC3-12800 CL11 1.35V,"39,500"
5202059,삼성전자 노트북 DDR4 8G PC4-19200 (정품),"37,700"
10881360,삼성전자 노트북 DDR4 32G PC4-25600 (정품),"149,900"
9276801,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D60G RGB (8Gx2),"115,000"
4905070,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z RGB (8Gx2),"141,000"
10294092,마이크론 Crucial DDR4 16G PC4-25600 CL22,"84,900"
7320400,TeamGroup T-Force DDR4 16G PC4-25600 CL16 Delta RGB (8Gx2) 서린,"98,600"
5545241,삼성전자 DDR3 4G PC3-12800 (중고),"14,040"
6168338,GeIL DDR4 8G PC4-21300 CL19 PRISTINE,"33,700"
1692146,삼성전자 DDR3 8G PC3-12800 (정품),"45,980"
5580510,삼성전자 노트북 DDR3 4G PC3-12800 1.35V (중고),"18,010"
6119530,ADATA XPG DDR4 8G PC4-21300 CL16 SPECTRIX D41 크림슨 레드,"51,000"
11541857,삼성전자 DDR4 8G PC4-25600 (정품),"44,900"
10742970,삼성전자 노트북 DDR4 32G PC4-21300 (정품),"148,500"
10859097,GeIL DDR4 16G PC4-25600 CL22 PRISTINE,"70,100"
7030150,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z ROYAL 실버 (8Gx2),"178,500"
6488716,삼성전자 노트북 DDR4 4G PC4-21300 (정품),"21,200"
4343051,삼성전자 DDR4 8G PC4-19200 (정품),"35,630"
10019547,G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (16Gx2),"238,800"
11183601,GeIL DDR4 16G PC4-25600 CL22 EVO SPEAR,"72,600"
7029724,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z ROYAL 골드 (8Gx2),"181,200"
6419514,G.SKILL DDR4 16G PC4-25600 CL14 RIPJAWS V VK (8Gx2),"171,000"
7151392,타무즈 노트북 DDR4 8G PC4-21300 CL19,"32,000"
6018770,타무즈 DDR4 16G PC4-21300 CL19,"61,500"
6119667,ADATA XPG DDR4 16G PC4-21300 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"88,000"
10720701,V-Color BLACK DDR4 8G PC4-25600,"35,000"
6168329,GeIL DDR4 4G PC4-21300 CL19 PRISTINE,"18,100"
7320865,TeamGroup T-Force DDR4 32G PC4-25600 CL16 Delta RGB 화이트 (16Gx2) 서린,"197,200"
5441273,삼성전자 DDR3 4G PC3-10600 (중고),"13,130"
7523185,갤럭시 HOF 2 DDR4 16G PC4-28800 CL17 (8Gx2),"128,000"
11541977,삼성전자 DDR4 32G PC4-23400 ECC/REG (정품),"192,000"
5721454,삼성전자 DDR4 8G PC4-19200 ECC/REG (정품),"42,500"
10190553,써멀테이크 DDR4 16G PC4-25600 CL16 TOUGHRAM RGB 블랙 (8Gx2),"140,000"
11220675,GeIL DDR4 8G PC4-25600 CL22 SUPER LUCE RGB Sync 블랙,"48,300"
10419330,TeamGroup T-Force DDR4 16G PC4-28800 CL14 XTREEM ARGB (8Gx2),"251,000"
11277615,GeIL DDR4 8G PC4-25600 CL22 EVO X II AMD Gray RGB,"49,900"
9669426,ADATA XPG DDR4 16G PC4-33000 CL19-19-19 SPECTRIX D60G RGB (8Gx2),"219,900"
6634354,ESSENCORE KLEVV DDR4 16G PC4-25600 CL16 CRAS X RGB (8Gx2),"104,600"
9337236,ESSENCORE KLEVV DDR4 32G PC4-25600 CL16 CRAS X RGB (16Gx2),"206,000"
6419864,G.SKILL DDR4 32G PC4-25600 CL14 TRIDENT Z (16Gx2),"361,300"
7030336,G.SKILL DDR4 16G PC4-36800 CL18 TRIDENT Z ROYAL 실버 (8Gx2),"661,000"
11380332,TeamGroup T-Force DDR4 32G PC4-28800 CL18 Delta RGB (16Gx2),"213,500"
10162722,GIGABYTE AORUS DDR4 16G PC4-28800 CL18 RGB (8Gx2) with Demo kit,"230,000"
10391016,G.SKILL DDR4 64G PC4-25600 CL16 TRIDENT Z NEO (32Gx2),"464,000"
4545912,타무즈 노트북 DDR3 4G PC3-10600 CL9,"19,800"
6475718,CORSAIR DDR4 64G PC4-25600 CL16 VENGEANCE PRO RGB WHITE (16Gx4),"538,000"
11431707,G.SKILL DDR4 16G PC4-28800 CL14 TRIDENT Z ROYAL B 실버 (8Gx2),"359,000"
7272151,TeamGroup T-Force DDR4 16G PC4-32000 CL18 Night Hawk RGB 화이트 (8Gx2) 서린,"171,000"
5131116,G.SKILL DDR4 32G PC4-25600 CL14 TRIDENT Z RGB (16Gx2),"410,000"
10759749,TeamGroup DDR4 32G PC4-25600 Elite,"135,000"
7332277,CORSAIR DDR4 32G PC4-25600 CL16 Dominator Platinum RGB (16Gx2),"293,000"
5624712,ADATA XPG DDR4 32G PC4-19200 CL16 SPECTRIX D40 (8Gx4),"595,240"
11431083,G.SKILL DDR4 32G PC4-28800 CL18 TRIDENT Z RGB (16Gx2),"255,000"
10401393,TeamGroup T-Force DDR4 32G PC4-32000 CL18 DARK Z Alpha (16Gx2),"227,000"
2747256,삼성전자 노트북 DDR3 8G PC3-12800 1.35V (정품),"44,300"
5546469,삼성전자 노트북 DDR3 4G PC3-10600 (중고),"18,380"
6119703,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"116,370"
7030135,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z ROYAL 실버 (8Gx2),"265,900"
4905041,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z RGB (8Gx2),"227,600"
11541968,삼성전자 DDR4 16G PC4-23400 ECC/REG (정품),"104,170"
5448638,삼성전자 DDR4 16G PC4-19200 ECC/REG (정품),"71,500"
9390954,ESSENCORE KLEVV DDR4 8G PC4-21300 CL19,"33,000"
9593730,G.SKILL DDR4 8G PC4-25600 CL16 AEGIS,"46,300"
5850669,마이크론 Crucial DDR3 8G PC3-12800 (중고),"35,050"
4905325,G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (8Gx4),"286,200"
10419324,TeamGroup T-Force DDR4 16G PC4-25600 CL16 XTREEM ARGB (8Gx2) 서린,"153,200"
9592191,ADATA XPG DDR4 32G PC4-25600 CL16 SPECTRIX D60G RGB (16Gx2),"265,000"
6419623,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z (8Gx2),"191,600"
6474607,CORSAIR DDR4 32G PC4-25600 CL16 VENGEANCE PRO RGB BLACK INTEL (16Gx2),"275,000"
6437991,GeIL DDR4 8G PC4-24000 CL16 EVO SPEAR,"39,500"
10667616,TeamGroup T-Force DDR4 8G PC4-21300 CL16 Delta RGB 화이트 서린,"47,500"
11431470,G.SKILL DDR4 32G PC4-28800 CL14 TRIDENT Z NEO NB (8Gx4),"635,000"
7076038,GLOWAY DDR4 16G PC4-21300 TYPE-A,"70,000"
7903360,PATRIOT DDR4 16G PC4-33000 CL19 VIPER RGB (8Gx2),"185,100"
---,RAM
Sat Jun 27 22:37:41 2020
productId,productName,productPrice
5937666,삼성전자 DDR4 8G PC4-21300 (정품),"32,200"
5941995,삼성전자 DDR4 16G PC4-21300 (정품),"65,000"
10859073,GeIL DDR4 8G PC4-25600 CL22 PRISTINE,"34,700"
11020071,GeIL DDR4 8G PC4-25600 CL22 EVO SPEAR,"37,600"
6380268,삼성전자 DDR4 4G PC4-21300 (정품),"17,300"
10376427,삼성전자 DDR4 8G PC4-23400 (정품),"40,000"
6274195,삼성전자 노트북 DDR4 8G PC4-21300 (정품),"35,800"
11541992,삼성전자 DDR4 32G PC4-23400 (정품),"154,400"
11397141,삼성전자 노트북 DDR4 16G PC4-25600 (정품),"78,500"
9239391,삼성전자 DDR4 32G PC4-21300 (정품),"137,400"
9480405,G.SKILL DDR4 32G PC4-28800 CL16 TRIDENT Z NEO C (16Gx2),"297,700"
7320475,TeamGroup T-Force DDR4 16G PC4-25600 CL16 Delta RGB 화이트 (8Gx2) 서린,"98,500"
10294017,마이크론 Crucial DDR4 8G PC4-25600 CL22,"36,000"
6393068,삼성전자 노트북 DDR4 16G PC4-21300 (정품),"71,890"
5549101,삼성전자 DDR3 8G PC3-12800 (중고),"36,520"
10853625,삼성전자 노트북 DDR4 8G PC4-25600 (정품),"40,500"
5215088,타무즈 노트북 DDR3L 8G PC3-12800 CL11 1.35V,"39,500"
5202059,삼성전자 노트북 DDR4 8G PC4-19200 (정품),"37,700"
10881360,삼성전자 노트북 DDR4 32G PC4-25600 (정품),"149,900"
9276801,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D60G RGB (8Gx2),"115,000"
4905070,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z RGB (8Gx2),"141,000"
10294092,마이크론 Crucial DDR4 16G PC4-25600 CL22,"84,900"
7320400,TeamGroup T-Force DDR4 16G PC4-25600 CL16 Delta RGB (8Gx2) 서린,"98,600"
5545241,삼성전자 DDR3 4G PC3-12800 (중고),"14,040"
6168338,GeIL DDR4 8G PC4-21300 CL19 PRISTINE,"33,700"
1692146,삼성전자 DDR3 8G PC3-12800 (정품),"45,980"
5580510,삼성전자 노트북 DDR3 4G PC3-12800 1.35V (중고),"18,010"
6119530,ADATA XPG DDR4 8G PC4-21300 CL16 SPECTRIX D41 크림슨 레드,"51,000"
11541857,삼성전자 DDR4 8G PC4-25600 (정품),"44,900"
10742970,삼성전자 노트북 DDR4 32G PC4-21300 (정품),"148,500"
10859097,GeIL DDR4 16G PC4-25600 CL22 PRISTINE,"70,100"
7030150,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z ROYAL 실버 (8Gx2),"178,500"
6488716,삼성전자 노트북 DDR4 4G PC4-21300 (정품),"21,200"
4343051,삼성전자 DDR4 8G PC4-19200 (정품),"35,630"
10019547,G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (16Gx2),"238,800"
11183601,GeIL DDR4 16G PC4-25600 CL22 EVO SPEAR,"72,600"
7029724,G.SKILL DDR4 16G PC4-25600 CL16 TRIDENT Z ROYAL 골드 (8Gx2),"181,200"
6419514,G.SKILL DDR4 16G PC4-25600 CL14 RIPJAWS V VK (8Gx2),"171,000"
7151392,타무즈 노트북 DDR4 8G PC4-21300 CL19,"32,000"
6018770,타무즈 DDR4 16G PC4-21300 CL19,"61,500"
6119667,ADATA XPG DDR4 16G PC4-21300 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"88,000"
10720701,V-Color BLACK DDR4 8G PC4-25600,"35,000"
6168329,GeIL DDR4 4G PC4-21300 CL19 PRISTINE,"18,100"
7320865,TeamGroup T-Force DDR4 32G PC4-25600 CL16 Delta RGB 화이트 (16Gx2) 서린,"197,200"
5441273,삼성전자 DDR3 4G PC3-10600 (중고),"13,130"
7523185,갤럭시 HOF 2 DDR4 16G PC4-28800 CL17 (8Gx2),"128,000"
11541977,삼성전자 DDR4 32G PC4-23400 ECC/REG (정품),"192,000"
5721454,삼성전자 DDR4 8G PC4-19200 ECC/REG (정품),"42,500"
10190553,써멀테이크 DDR4 16G PC4-25600 CL16 TOUGHRAM RGB 블랙 (8Gx2),"140,000"
11220675,GeIL DDR4 8G PC4-25600 CL22 SUPER LUCE RGB Sync 블랙,"48,300"
10419330,TeamGroup T-Force DDR4 16G PC4-28800 CL14 XTREEM ARGB (8Gx2),"251,000"
11277615,GeIL DDR4 8G PC4-25600 CL22 EVO X II AMD Gray RGB,"49,900"
9669426,ADATA XPG DDR4 16G PC4-33000 CL19-19-19 SPECTRIX D60G RGB (8Gx2),"219,900"
6634354,ESSENCORE KLEVV DDR4 16G PC4-25600 CL16 CRAS X RGB (8Gx2),"104,600"
9337236,ESSENCORE KLEVV DDR4 32G PC4-25600 CL16 CRAS X RGB (16Gx2),"206,000"
6419864,G.SKILL DDR4 32G PC4-25600 CL14 TRIDENT Z (16Gx2),"361,300"
7030336,G.SKILL DDR4 16G PC4-36800 CL18 TRIDENT Z ROYAL 실버 (8Gx2),"661,000"
11380332,TeamGroup T-Force DDR4 32G PC4-28800 CL18 Delta RGB (16Gx2),"213,500"
10162722,GIGABYTE AORUS DDR4 16G PC4-28800 CL18 RGB (8Gx2) with Demo kit,"230,000"
10391016,G.SKILL DDR4 64G PC4-25600 CL16 TRIDENT Z NEO (32Gx2),"464,000"
4545912,타무즈 노트북 DDR3 4G PC3-10600 CL9,"19,800"
6475718,CORSAIR DDR4 64G PC4-25600 CL16 VENGEANCE PRO RGB WHITE (16Gx4),"538,000"
11431707,G.SKILL DDR4 16G PC4-28800 CL14 TRIDENT Z ROYAL B 실버 (8Gx2),"359,000"
7272151,TeamGroup T-Force DDR4 16G PC4-32000 CL18 Night Hawk RGB 화이트 (8Gx2) 서린,"171,000"
5131116,G.SKILL DDR4 32G PC4-25600 CL14 TRIDENT Z RGB (16Gx2),"410,000"
10759749,TeamGroup DDR4 32G PC4-25600 Elite,"135,000"
7332277,CORSAIR DDR4 32G PC4-25600 CL16 Dominator Platinum RGB (16Gx2),"293,000"
5624712,ADATA XPG DDR4 32G PC4-19200 CL16 SPECTRIX D40 (8Gx4),"595,240"
11431083,G.SKILL DDR4 32G PC4-28800 CL18 TRIDENT Z RGB (16Gx2),"255,000"
10401393,TeamGroup T-Force DDR4 32G PC4-32000 CL18 DARK Z Alpha (16Gx2),"227,000"
2747256,삼성전자 노트북 DDR3 8G PC3-12800 1.35V (정품),"44,300"
5546469,삼성전자 노트북 DDR3 4G PC3-10600 (중고),"18,360"
6119703,ADATA XPG DDR4 16G PC4-25600 CL16 SPECTRIX D41 크림슨 레드 (8Gx2),"116,370"
7030135,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z ROYAL 실버 (8Gx2),"265,900"
4905041,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z RGB (8Gx2),"227,600"
11541968,삼성전자 DDR4 16G PC4-23400 ECC/REG (정품),"104,170"
5448638,삼성전자 DDR4 16G PC4-19200 ECC/REG (정품),"71,500"
9390954,ESSENCORE KLEVV DDR4 8G PC4-21300 CL19,"33,000"
9593730,G.SKILL DDR4 8G PC4-25600 CL16 AEGIS,"46,300"
5850669,마이크론 Crucial DDR3 8G PC3-12800 (중고),"35,050"
4905325,G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (8Gx4),"286,200"
10419324,TeamGroup T-Force DDR4 16G PC4-25600 CL16 XTREEM ARGB (8Gx2) 서린,"153,200"
9592191,ADATA XPG DDR4 32G PC4-25600 CL16 SPECTRIX D60G RGB (16Gx2),"265,000"
6419623,G.SKILL DDR4 16G PC4-25600 CL14 TRIDENT Z (8Gx2),"191,600"
6474607,CORSAIR DDR4 32G PC4-25600 CL16 VENGEANCE PRO RGB BLACK INTEL (16Gx2),"275,000"
6437991,GeIL DDR4 8G PC4-24000 CL16 EVO SPEAR,"39,500"
10667616,TeamGroup T-Force DDR4 8G PC4-21300 CL16 Delta RGB 화이트 서린,"47,500"
11431470,G.SKILL DDR4 32G PC4-28800 CL14 TRIDENT Z NEO NB (8Gx4),"635,000"
7076038,GLOWAY DDR4 16G PC4-21300 TYPE-A,"70,000"
7903360,PATRIOT DDR4 16G PC4-33000 CL19 VIPER RGB (8Gx2),"185,100"
